Indicator,S.No.,Parameters,Type,_Tamil Nadu,Ariyalur,Chennai,Coimbatore,Cuddalore,Dharmapuri,Dindigul,Erode,Kancheepuram,Kanniyakumari,Karur,Krishnagiri,Madurai,Nagapattinam,Namakkal,Nilgiris,Perambalur,Pudukkottai,Ramanathapuram,Salem,Sivaganga,Thanjavur,Theni,Thiruvallur,Thiruvarur,Tiruchirappalli,Tirunelveli,Tirupur,Tiruvanamalai,Toothukudi,Vellore,Viluppuram,Virudhunagar
M1 [Ante Natal Care (ANC)],1.1,Total number of pregnant women registered for ANC,TOTAL,878863,10337,77079.0,45881,29708.0,22576.0,24933,22121.0,42666.0,20833,11954.0,24997.0,42368.0,17731.0,17111.0,6509,7864.0,21762,18356.0,47090.0,16121.0,28407,14658,29124.0,15565,33325.0,36304,27678.0,31171.0,18270.0,49392,44510,22462
M1 [Ante Natal Care (ANC)],1.1.1,"Out of the total ANC registered, number registered within 1st trimester (within 12 weeks)",TOTAL,816134,9501,70206.0,41048,28455.0,21632.0,23403,20901.0,37998.0,20278,11684.0,21069.0,39561.0,17219.0,14748.0,6177,7141.0,19921,17477.0,44097.0,15745.0,26696,12256,28146.0,14923,30963.0,33402,26807.0,29476.0,17458.0,45401,41448,20897
M1 [Ante Natal Care (ANC)],1.2.1,Number of PW given TT1,TOTAL,738398,7563,59862.0,41617,28627.0,18469.0,19568,20973.0,39787.0,21002,9966.0,19572.0,35430.0,17459.0,14794.0,5478,5259.0,16222,14686.0,37014.0,12076.0,26879,12009,24970.0,15390,26013.0,33623,26484.0,22669.0,17705.0,36169,30816,20247
M1 [Ante Natal Care (ANC)],1.2.2,Number of PW given TT2,TOTAL,721837,7275,59651.0,43134,28467.0,16584.0,18593,21083.0,40801.0,21516,9743.0,19005.0,32905.0,17427.0,15045.0,5123,5442.0,15938,14942.0,36164.0,11756.0,25973,11497,23876.0,15441,25815.0,31475,24729.0,21336.0,17432.0,34954,28550,20165
M1 [Ante Natal Care (ANC)],1.2.3,Number of PW given TT Booster,TOTAL,149018,2768,736.0,4604,3737.0,6280.0,6158,2616.0,1173.0,0,2490.0,6402.0,9083.0,85.0,3598.0,713,2435.0,5462,4872.0,11972.0,4397.0,1881,2622,4632.0,120,7840.0,5129,5719.0,9957.0,933.0,13845,15231,1528
M1 [Ante Natal Care (ANC)],1.2.4,Number of PW given 180 Iron Folic Acid (IFA) tablets,TOTAL,843838,8513,77172.0,42972,25807.0,21947.0,54510,21482.0,45340.0,20708,10237.0,22567.0,35919.0,27167.0,16789.0,8986,7678.0,19801,16234.0,37421.0,14165.0,21329,12708,29092.0,14783,24242.0,31250,36437.0,29096.0,13836.0,42753,34046,18851
M1 [Ante Natal Care (ANC)],1.2.5,Number of PW given 360 Calcium tablets,TOTAL,315910,95,0.0,32089,42349.0,11441.0,6932,12689.0,5494.0,18048,6434.0,16391.0,29440.0,4692.0,6586.0,0,7103.0,8270,71.0,10609.0,13247.0,11154,1277,1358.0,4195,9019.0,3297,2788.0,23.0,5073.0,29127,15645,974
M1 [Ante Natal Care (ANC)],1.2.6,Number of PW given one Albendazole tablet after 1st trimester,TOTAL,325372,880,0.0,25921,16237.0,11405.0,7933,13713.0,5840.0,17862,6953.0,14948.0,17672.0,4421.0,7470.0,0,7151.0,13655,5957.0,28476.0,8436.0,15134,1271,0.0,1431,8359.0,8489,17412.0,136.0,6123.0,23557,19031,9499
M1 [Ante Natal Care (ANC)],1.2.7,Number of PW received 4 or more ANC check ups,TOTAL,798909,8900,74712.0,42183,27374.0,21283.0,23117,21036.0,39230.0,20461,10946.0,23945.0,37520.0,13713.0,15852.0,5488,7307.0,19331,17442.0,45000.0,15883.0,21860,13868,24509.0,14283,29640.0,31362,24949.0,28782.0,16508.0,44547,36597,21281
M1 [Ante Natal Care (ANC)],1.2.8,Number of PW given ANC Corticosteroids in Pre Term Labour,TOTAL,9191,35,0.0,349,0.0,88.0,93,665.0,952.0,379,169.0,475.0,508.0,393.0,913.0,185,0.0,95,229.0,273.0,291.0,440,62,36.0,249,254.0,284,199.0,69.0,152.0,77,132,1145
M1 [Ante Natal Care (ANC)],1.3.1,New cases of PW with hypertension detected,TOTAL,45751,367,7372.0,509,1033.0,360.0,1340,607.0,1985.0,490,299.0,942.0,2538.0,559.0,794.0,226,371.0,4786,602.0,1817.0,828.0,6031,321,751.0,195,1680.0,1085,685.0,1611.0,748.0,2308,1384,1127
M1 [Ante Natal Care (ANC)],1.3.1.a,"Out of the new cases of PW with hypertension detected, cases managed at institution",TOTAL,27416,310,3803.0,183,901.0,205.0,1328,666.0,1429.0,263,252.0,824.0,1955.0,471.0,565.0,183,355.0,563,502.0,1006.0,1340.0,1243,252,510.0,162,1190.0,794,632.0,1440.0,516.0,1974,748,851
M1 [Ante Natal Care (ANC)],1.3.2,Number of Eclampsia cases managed during delivery,TOTAL,2146,118,176.0,12,78.0,22.0,40,18.0,40.0,1,30.0,65.0,21.0,9.0,4.0,12,23.0,19,30.0,577.0,95.0,192,20,22.0,32,68.0,56,36.0,29.0,0.0,189,14,98
M1 [Ante Natal Care (ANC)],1.4.1,Number of PW tested for Haemoglobin (Hb ) 4 or more than 4 times for respective ANCs,TOTAL,2065540,29010,272857.0,36202,6741.0,24286.0,9016,57112.0,78092.0,19830,36501.0,65431.0,78472.0,41377.0,25473.0,12187,2276.0,31071,30475.0,64646.0,60714.0,58263,47260,88249.0,25355,104227.0,95861,77969.0,109913.0,54260.0,165939,152579,103896
M1 [Ante Natal Care (ANC)],1.4.2,Number of PW having Hb level<11 (tested cases)(7.1 to 10.9),TOTAL,2364905,22140,189820.0,50400,73436.0,72355.0,84812,49263.0,85273.0,17714,37160.0,88144.0,115799.0,41956.0,60826.0,9318,5029.0,49393,73888.0,130403.0,69669.0,62533,55440,76167.0,30375,104492.0,81742,75705.0,92109.0,49575.0,184102,131153,94714
M1 [Ante Natal Care (ANC)],1.4.3,Number of PW having Hb level<7 (tested cases),TOTAL,67787,1725,3406.0,2134,2531.0,706.0,5248,1066.0,1051.0,229,1276.0,1349.0,2593.0,570.0,3988.0,164,496.0,849,6759.0,5147.0,5197.0,2626,730,1303.0,458,2267.0,952,795.0,2178.0,1605.0,3321,2682,2386
M1 [Ante Natal Care (ANC)],1.4.4,Number of PW having severe anaemia (Hb<7) treated,TOTAL,23568,353,1686.0,1188,1437.0,247.0,1066,378.0,476.0,143,558.0,808.0,861.0,318.0,713.0,55,287.0,215,980.0,1420.0,1505.0,754,237,857.0,86,976.0,458,507.0,546.0,837.0,900,1246,1470
M1 [Ante Natal Care (ANC)],1.5.1,Number of PW tested for blood sugar using OGTT (Oral Glucose Tolerance Test),TOTAL,1179930,14895,165447.0,25299,28884.0,21442.0,34439,22979.0,60900.0,21803,11674.0,27693.0,42396.0,27174.0,22958.0,5593,15614.0,21562,36728.0,59509.0,25239.0,31118,23558,45420.0,18156,42291.0,45432,28159.0,45186.0,26279.0,69323,86493,26287
M1 [Ante Natal Care (ANC)],1.5.2,Number of PW tested positive for GDM,TOTAL,26216,180,6122.0,679,1129.0,349.0,295,561.0,1267.0,657,235.0,211.0,818.0,894.0,216.0,39,416.0,622,787.0,754.0,452.0,1741,182,750.0,216,885.0,1245,839.0,564.0,1206.0,1019,566,320
M1 [Ante Natal Care (ANC)],1.5.3,Number of PW given insulin out of total tested positive for GDM,TOTAL,6086,112,1722.0,125,106.0,18.0,96,129.0,118.0,79,141.0,128.0,234.0,253.0,47.0,15,129.0,47,70.0,178.0,180.0,490,83,112.0,108,456.0,141,263.0,78.0,90.0,112,139,87
M1 [Ante Natal Care (ANC)],1.6.1.a,Number of PW tested using POC test for Syphilis,TOTAL,0,0,,0,,,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,,0,0.0,0.0,0.0,0,0,,0,0.0,0,0.0,,,0,0,0
M1 [Ante Natal Care (ANC)],1.6.1.b,"Out of above, number of PW found sero positive for syphilis",TOTAL,0,0,,0,,,0,0.0,0.0,0,,,0.0,0.0,0.0,0,,0,0.0,0.0,0.0,0,0,,0,0.0,0,0.0,,,0,0,0
M1 [Ante Natal Care (ANC)],1.6.2.a,Number of pregnant women tested for Syphilis,TOTAL,254142,1740,19580.0,11664,6568.0,1054.0,15210,2294.0,4866.0,2601,12608.0,5941.0,4073.0,6272.0,4887.0,2733,701.0,2410,3353.0,4548.0,8820.0,4564,2500,3309.0,3280,16503.0,27598,8561.0,5321.0,4455.0,31803,19503,4822
M1 [Ante Natal Care (ANC)],1.6.2.b,Number of pregnant women tested found sero positive for Syphilis,TOTAL,714,1,0.0,249,12.0,0.0,0,4.0,0.0,0,0.0,1.0,7.0,62.0,2.0,0,0.0,0,0.0,2.0,2.0,0,0,1.0,0,116.0,0,0.0,107.0,1.0,2,145,0
M1 [Ante Natal Care (ANC)],1.6.2.c,Number of syphilis positive pregnant women treated for Syphilis,TOTAL,73,1,0.0,4,12.0,13.0,0,1.0,0.0,0,0.0,1.0,3.0,0.0,0.0,0,0.0,0,0.0,2.0,2.0,0,0,1.0,0,29.0,0,0.0,0.0,1.0,2,1,0
M1 [Ante Natal Care (ANC)],1.6.2.d,Number of babies diagnosed with Congenital Syphilis,TOTAL,4,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,1.0,0,0.0,0.0,1.0,0,0,0
M1 [Ante Natal Care (ANC)],1.6.2.e,Number of babies treated for congenital Syphilis,TOTAL,18,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,15,1.0,0,0.0,0.0,1.0,0,0,0
M2 [Deliveries],2.1.1.a,Number of Home Deliveries attended by Skill Birth Attendant(SBA) (Doctor/Nurse/ANM),TOTAL,48,0,0.0,5,0.0,0.0,1,1.0,1.0,0,0.0,15.0,0.0,7.0,0.0,0,0.0,0,0.0,0.0,0.0,0,1,0.0,0,0.0,0,1.0,8.0,0.0,3,2,3
M2 [Deliveries],2.1.1.b,Number of Home Deliveries attended by Non SBA (Trained Birth Attendant(TBA) /Relatives/etc.),TOTAL,45,0,1.0,7,0.0,0.0,2,0.0,0.0,0,0.0,7.0,3.0,0.0,0.0,0,4.0,0,0.0,1.0,0.0,0,5,0.0,0,0.0,1,3.0,0.0,1.0,5,3,2
M2 [Deliveries],2.1.2,Number of PW given Tablet Misoprostol during home delivery,TOTAL,0,0,,0,0.0,,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,,0,0.0,0,0.0,0.0,0.0,0,0,0
M2 [Deliveries],2.1.3,Number of newborns received 7 Home Based Newborn Care (HBNC) visits in case of Home delivery,TOTAL,1,0,,0,0.0,,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,,0,0.0,0,1.0,0.0,0.0,0,0,0
M2 [Deliveries],2.2,Number of Institutional Deliveries conducted (Including C-Sections),TOTAL,793638,9266,82699.0,42076,27434.0,19177.0,22317,23524.0,35801.0,18584,9156.0,19728.0,39449.0,12267.0,14512.0,4218,6889.0,18127,14926.0,41807.0,15032.0,32475,13368,18743.0,11232,32965.0,35959,21738.0,20621.0,18196.0,55883,34559,20910
M2 [Deliveries],2.2.1,Out of total institutional deliveries number of women discharged within 48 hours of delivery,TOTAL,12949,5,148.0,21,167.0,7.0,2,285.0,1220.0,20,0.0,901.0,62.0,73.0,402.0,236,20.0,430,556.0,3569.0,34.0,0,9,670.0,0,18.0,131,923.0,563.0,1.0,920,1305,251
M2 [Deliveries],2.2.2,Number of newborns received 6 HBNC  visits after Institutional Delivery,TOTAL,782,0,0.0,3,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,1.0,9.0,0.0,769,0,0
M3 [Number of Caesarean (C-Section) deliveries],3.1,Total C -Section deliveries performed,TOTAL,366148,4283,40909.0,18908,12330.0,7160.0,7524,13706.0,17992.0,11937,4727.0,7866.0,18848.0,6284.0,8602.0,1549,3313.0,7056,7695.0,15391.0,7276.0,17426,7022,7237.0,7075,13287.0,19044,10599.0,4943.0,9058.0,22503,13648,10950
M3 [Number of Caesarean (C-Section) deliveries],3.1.1,"C-sections, performed at night (8 PM- 8 AM)",TOTAL,55134,736,6324.0,3211,2152.0,386.0,735,735.0,6166.0,1081,237.0,1332.0,1590.0,1157.0,946.0,255,840.0,1089,668.0,2078.0,1994.0,2929,1928,1224.0,1309,1761.0,1611,902.0,492.0,1472.0,3412,3001,1381
M4 [Pregnancy outcome & details of new-born],4.1.1.a,Live Birth - Male,TOTAL,408213,4817,42324.0,21302,13966.0,9837.0,11278,12133.0,18395.0,9611,4633.0,10277.0,20076.0,6496.0,7510.0,2123,3573.0,9314,7528.0,22061.0,7704.0,17163,7038,9396.0,5718,16987.0,18294,10860.0,10676.0,9485.0,29076,17913,10649
M4 [Pregnancy outcome & details of new-born],4.1.1.b,Live Birth - Female,TOTAL,385700,4447,40650.0,20684,13422.0,9162.0,10940,11295.0,17915.0,8986,4544.0,9446.0,19382.0,5789.0,7050.0,2098,3360.0,8862,7431.0,19838.0,7299.0,15472,6325,9345.0,5551,15886.0,17471,10825.0,9908.0,8775.0,26931,16517,10094
M4 [Pregnancy outcome & details of new-born],4.1.2,Number of Pre term newborns ( < 37 weeks of pregnancy),TOTAL,14338,155,2592.0,138,315.0,173.0,294,197.0,569.0,338,108.0,442.0,215.0,137.0,246.0,95,183.0,285,196.0,252.0,270.0,717,43,204.0,268,693.0,2495,312.0,246.0,322.0,1048,409,381
M4 [Pregnancy outcome & details of new-born],4.1.3,Still Birth,TOTAL,5136,34,684.0,163,88.0,245.0,146,106.0,159.0,33,15.0,242.0,60.0,61.0,90.0,16,63.0,58,37.0,402.0,47.0,103,99,80.0,51,337.0,284,219.0,224.0,43.0,386,389,172
M4 [Pregnancy outcome & details of new-born],4.2,Abortion (spontaneous),TOTAL,31097,445,2074.0,1129,409.0,757.0,630,416.0,2061.0,326,466.0,942.0,932.0,590.0,479.0,157,525.0,914,617.0,2094.0,651.0,1733,583,805.0,552,1877.0,888,435.0,1429.0,546.0,2222,2694,719
M4 [Pregnancy outcome & details of new-born],4.3.1.a,MTP up to 12 weeks of pregnancy,TOTAL,54520,346,6753.0,1974,2224.0,1537.0,1672,1787.0,1704.0,547,1209.0,1792.0,1656.0,725.0,2325.0,409,578.0,530,1014.0,3622.0,829.0,1831,874,1329.0,877,2863.0,2236,1776.0,2081.0,1445.0,2961,1851,1163
M4 [Pregnancy outcome & details of new-born],4.3.1.b,MTP more than 12 weeks of pregnancy,TOTAL,5049,27,1292.0,219,43.0,119.0,139,78.0,58.0,73,93.0,104.0,402.0,4.0,157.0,15,40.0,115,57.0,376.0,96.0,406,26,121.0,103,322.0,97,59.0,125.0,71.0,160,0,52
M4 [Pregnancy outcome & details of new-born],4.3.2.a,Post Abortion/ MTP Complications Identified,TOTAL,233,14,60.0,0,13.0,0.0,0,0.0,0.0,67,2.0,0.0,43.0,0.0,0.0,5,0.0,0,7.0,0.0,0.0,0,1,3.0,0,1.0,1,0.0,0.0,0.0,16,0,0
M4 [Pregnancy outcome & details of new-born],4.3.2.b,Post Abortion/ MTP Complications Treated,TOTAL,154,13,0.0,0,11.0,0.0,0,0.0,0.0,67,0.0,0.0,27.0,0.0,0.0,5,0.0,0,7.0,0.0,0.0,0,1,5.0,0,1.0,1,0.0,0.0,0.0,16,0,0
M4 [Pregnancy outcome & details of new-born],4.3.3,Number of women provided with post abortion/ MTP contraception,TOTAL,6278,157,1413.0,21,0.0,517.0,170,472.0,22.0,50,517.0,312.0,126.0,393.0,78.0,76,0.0,9,41.0,174.0,85.0,223,4,75.0,319,10.0,466,0.0,474.0,0.0,0,60,14
M4 [Pregnancy outcome & details of new-born],4.4.1,Number of newborns weighed at birth,TOTAL,793913,9264,82974.0,41986,27388.0,18999.0,22218,23427.0,36310.0,18597,9178.0,19723.0,39458.0,12285.0,14560.0,4221,6933.0,18176,14959.0,41899.0,15003.0,32635,13363,18741.0,11269,32873.0,35765,21685.0,20584.0,18260.0,56007,34431,20742
M4 [Pregnancy outcome & details of new-born],4.4.2,Number of newborns having weight less than 2.5 kg,TOTAL,116203,1096,9279.0,5710,3497.0,4458.0,2748,3467.0,7230.0,814,1607.0,3856.0,8913.0,1638.0,3368.0,837,1485.0,1601,1783.0,6480.0,2004.0,4063,1510,2223.0,1057,4400.0,4559,4858.0,3980.0,1906.0,6847,5599,3330
M4 [Pregnancy outcome & details of new-born],4.4.3,Number of Newborns breast fed within 1 hour of birth,TOTAL,589918,7396,82971.0,23672,20017.0,12747.0,16276,22504.0,28645.0,18597,6712.0,17536.0,24181.0,9402.0,11092.0,4010,5624.0,8178,10426.0,27508.0,14888.0,18830,9507,15309.0,6863,22510.0,23586,11665.0,15364.0,15358.0,34155,26130,18259
M5 [Complicated Pregnancies],5.1,"Number of cases of pregnant women with Obstetric Complications attended (Antepartum haemorrhage (APH), Post-Partum Hemorrhage (PPH), Sepsis, Eclampsia and others)",TOTAL,352777,4762,13633.0,9766,12377.0,5746.0,11078,8341.0,19552.0,4853,5550.0,9417.0,6208.0,7636.0,4707.0,3301,3938.0,4622,7062.0,19713.0,10574.0,16062,4116,21664.0,5623,18314.0,15004,9274.0,16980.0,11453.0,33062,16517,11872
M5 [Complicated Pregnancies],5.2,Number of Complicated pregnancies treated with Blood Transfusion,TOTAL,77830,596,2308.0,1996,3302.0,786.0,3116,2847.0,3823.0,494,1085.0,2882.0,1255.0,1262.0,1622.0,586,1637.0,357,690.0,8282.0,2135.0,6313,679,1317.0,403,879.0,4980,4621.0,1765.0,1030.0,5269,4560,4953
M6 [Post Natal Care (PNC)],6.1,Women receiving 1st post partum checkup within 48 hours of home delivery,TOTAL,8,0,0.0,0,0.0,0.0,1,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0.0,0,0,5
M6 [Post Natal Care (PNC)],6.2,Women receiving 1st post partum checkup between 48 hours and 14 days,TOTAL,8,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,8.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0
M6 [Post Natal Care (PNC)],6.3,Number of mothers provided full course of 180 IFA tablets after delivery,TOTAL,265095,4877,37676.0,4496,2776.0,3253.0,4631,2684.0,17480.0,6731,2679.0,4687.0,13058.0,5535.0,7136.0,1838,4170.0,2249,6068.0,7498.0,10301.0,5725,4260,8854.0,2928,13241.0,13118,7553.0,6839.0,8015.0,11178,19928,13633
M6 [Post Natal Care (PNC)],6.4,Number of mothers provided 360 Calcium tablets after delivery,TOTAL,253976,4877,29771.0,4373,2636.0,3253.0,4522,2620.0,17540.0,6731,2740.0,4575.0,12327.0,5705.0,7115.0,1816,4180.0,2278,5843.0,7214.0,12193.0,5428,3097,8862.0,2928,13300.0,13384,7253.0,5688.0,8018.0,9815,19819,14075
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],7.1.1,New RTI/STI cases identified - Male,TOTAL,205545,3152,3298.0,5910,3662.0,4068.0,7683,10584.0,9122.0,6594,5401.0,6187.0,7207.0,4636.0,6810.0,809,3228.0,5985,3020.0,11209.0,7336.0,7588,4837,5904.0,1378,6916.0,8602,8716.0,6791.0,8405.0,6646,18040,5821
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],7.1.2,New RTI/STI cases identified - Female,TOTAL,353799,4686,9297.0,7791,7308.0,7796.0,11519,14993.0,15079.0,9675,9184.0,17230.0,13325.0,8715.0,12594.0,2332,5522.0,11306,5463.0,24558.0,9779.0,10372,7399,8965.0,2151,12775.0,19046,12426.0,14023.0,10864.0,12193,25621,9812
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],7.2.1,RTI/STI for which treatment initiated - Male,TOTAL,179396,3062,3312.0,5234,3386.0,3355.0,6497,10507.0,8931.0,6593,4982.0,5342.0,5810.0,4816.0,6152.0,806,3158.0,4885,2656.0,9670.0,4390.0,5068,4442,5614.0,1069,5102.0,8347,8869.0,6653.0,5931.0,6192,12772,5793
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],7.2.2,RTI/STI for which treatment initiated -Female,TOTAL,337761,4369,9577.0,7959,7107.0,7632.0,11547,14908.0,14372.0,9673,9091.0,16835.0,12178.0,9028.0,11710.0,2270,5465.0,10902,5421.0,23210.0,7372.0,7830,7680,8637.0,1884,11685.0,18729,12606.0,14110.0,10521.0,11817,21896,9740
M8 [Family Planning],8.1.1,Number of Non Scalpel Vasectomy (NSV) / Conventional Vasectomy conducted,TOTAL,331,28,46.0,13,19.0,5.0,7,18.0,10.0,9,4.0,2.0,4.0,3.0,7.0,3,5.0,5,8.0,7.0,28.0,13,2,5.0,1,12.0,16,11.0,16.0,7.0,9,4,4
M8 [Family Planning],8.2.1,Number of Laparoscopic sterilizations (excluding post abortion) conducted,TOTAL,22145,922,2981.0,702,234.0,474.0,2789,556.0,870.0,604,594.0,550.0,154.0,48.0,545.0,158,231.0,22,736.0,764.0,219.0,931,146,570.0,68,1446.0,1178,443.0,135.0,421.0,223,2156,275
M8 [Family Planning],8.2.2,Number of Interval Mini-lap (other than post-partum and post abortion) sterilizations conducted,TOTAL,19329,47,1367.0,551,386.0,966.0,216,469.0,608.0,77,94.0,1218.0,1440.0,192.0,463.0,353,155.0,365,227.0,1305.0,354.0,138,444,640.0,141,906.0,317,356.0,2040.0,374.0,1505,748,867
M8 [Family Planning],8.2.3,Number of Postpartum sterilizations (within 7 days of delivery by minilap or concurrent with caesarean section) conducted,TOTAL,169862,1533,16323.0,7868,4597.0,4076.0,3880,6504.0,9262.0,6139,1902.0,4746.0,6808.0,3376.0,3951.0,941,1200.0,3277,3930.0,6583.0,3949.0,6992,3034,4821.0,3442,5225.0,7808,4411.0,5205.0,4971.0,11944,5073,6091
M8 [Family Planning],8.2.4,Number of Post Abortion sterilizations (within 7 days of spontaneous or surgical abortion) conducted,TOTAL,7659,106,931.0,271,211.0,45.0,99,203.0,539.0,141,190.0,96.0,284.0,95.0,211.0,59,147.0,60,0.0,630.0,120.0,240,209,175.0,55,459.0,158,264.0,404.0,222.0,379,488,168
M8 [Family Planning],8.3,Number of Interval IUCD Insertions (excluding PPIUCD and PAIUCD),TOTAL,117929,1632,24923.0,6524,3888.0,2376.0,3962,4289.0,3014.0,2217,1654.0,3509.0,2992.0,3885.0,1048.0,959,582.0,2030,4957.0,1934.0,3454.0,4905,2686,1386.0,3708,3699.0,3306,3055.0,1223.0,3228.0,4259,4168,2477
M8 [Family Planning],8.4,Number of Postpartum (within 48 hours of delivery) IUCD insertions,TOTAL,168351,2663,26388.0,4192,4004.0,4191.0,4292,2681.0,8726.0,1816,2208.0,6624.0,6624.0,3251.0,2231.0,1221,3372.0,4292,2662.0,5066.0,3637.0,7619,1321,4952.0,3790,5934.0,6620,3965.0,3759.0,4914.0,12193,7133,6010
M8 [Family Planning],8.5,Number of Post Abortion (within 12 days of spontaneous or surgical abortion) IUCD insertions,TOTAL,1838,40,123.0,21,36.0,18.0,35,18.0,22.0,25,88.0,51.0,26.0,59.0,19.0,11,3.0,21,0.0,56.0,17.0,18,1,61.0,20,658.0,26,11.0,9.0,8.0,285,45,7
M8 [Family Planning],8.6,Number of IUCD Removals,TOTAL,27137,439,2590.0,1729,472.0,581.0,998,518.0,762.0,485,662.0,544.0,1490.0,954.0,501.0,407,194.0,662,803.0,952.0,1117.0,1445,317,567.0,690,1353.0,871,804.0,778.0,586.0,1473,609,784
M8 [Family Planning],8.7,Number of complications following IUCD Insertion,TOTAL,342,0,84.0,0,0.0,1.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0,0,0.0,0,2.0,0.0,0.0,0,221,0.0,0,0.0,2,0.0,0.0,0.0,24,0,0
M8 [Family Planning],8.8,Injectable Contraceptive-Antara Program- First Dose,TOTAL,23207,305,2373.0,1357,296.0,452.0,765,805.0,503.0,205,299.0,405.0,826.0,807.0,359.0,311,505.0,427,438.0,1194.0,683.0,870,331,563.0,444,900.0,533,456.0,1248.0,342.0,1940,1379,886
M8 [Family Planning],8.9,Injectable Contraceptive-Antara Program- Second Dose,TOTAL,6317,67,536.0,363,73.0,153.0,155,255.0,209.0,38,109.0,181.0,296.0,202.0,109.0,111,180.0,107,58.0,182.0,153.0,220,88,236.0,116,210.0,201,93.0,363.0,100.0,511,423,219
M8 [Family Planning],8.1,Injectable Contraceptive-Antara Program- Third Dose,TOTAL,1724,21,111.0,96,10.0,28.0,51,72.0,53.0,13,44.0,38.0,79.0,60.0,36.0,22,38.0,36,26.0,56.0,34.0,58,19,90.0,24,68.0,62,32.0,74.0,26.0,178,109,60
M8 [Family Planning],8.11,Injectable Contraceptive-Antara Program- Fourth or more than fourth,TOTAL,333,3,40.0,4,0.0,17.0,24,10.0,6.0,1,10.0,3.0,16.0,4.0,12.0,7,2.0,5,4.0,6.0,9.0,1,6,9.0,2,25.0,13,13.0,7.0,5.0,41,17,11
M8 [Family Planning],8.12,Number of Combined Oral Pill cycles distributed,TOTAL,378047,1688,33079.0,18422,12345.0,4741.0,11159,12701.0,18927.0,8812,11988.0,8764.0,7547.0,12234.0,7165.0,5951,5902.0,7281,15670.0,16812.0,13564.0,9468,5971,10710.0,12153,11547.0,6720,13725.0,12120.0,11415.0,20934,13695,14837
M8 [Family Planning],8.13,Number of Condom pieces distributed,TOTAL,5997173,39642,701207.0,285664,398114.0,78065.0,212742,131640.0,281895.0,85284,85259.0,187542.0,117014.0,80524.0,163866.0,71301,21215.0,215915,213402.0,312575.0,157441.0,106703,135575,165520.0,189257,163776.0,75825,149004.0,146888.0,27394.0,441050,382919,172955
M8 [Family Planning],8.14,Number of Centchroman (weekly) pill strips distributed,TOTAL,63103,428,3186.0,1879,1275.0,555.0,577,2986.0,1961.0,1179,1614.0,1298.0,2649.0,872.0,3289.0,837,5259.0,751,1495.0,4571.0,2251.0,1850,1092,1063.0,230,2480.0,1820,705.0,2606.0,1516.0,4743,5229,857
M8 [Family Planning],8.15,Number of Emergency Contraceptive Pills (ECP) given,TOTAL,21234,64,743.0,616,950.0,161.0,1356,1053.0,265.0,143,166.0,563.0,1303.0,326.0,195.0,220,47.0,618,251.0,284.0,993.0,983,1227,414.0,925,472.0,316,943.0,210.0,210.0,1951,470,2796
M8 [Family Planning],8.16,Number of Pregnancy Test Kits (PTK) used,TOTAL,466126,751,11702.0,13644,15091.0,19862.0,18083,13543.0,28106.0,8421,10607.0,12733.0,16925.0,8974.0,10739.0,3188,3574.0,13250,16697.0,14931.0,17742.0,15490,16447,10955.0,5919,31741.0,10874,12879.0,19993.0,8481.0,31537,24578,18669
M8 [Family Planning],8.17.1,Complications following male sterilization,TOTAL,1,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0
M8 [Family Planning],8.17.2,Complications following female sterilization,TOTAL,5,0,0.0,3,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0
